NAME                                     | CODE       | LONGS (Sample)
Nano Bitcoin - COINBASE DERIVATIVES, LLC | 133LM1     | 40826
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 34237
NANO BITCOIN PERP STYLE - COINBASE DERIV | 133LM4     | 46312
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 22788
Nano Bitcoin - COINBASE DERIVATIVES, LLC | 133LM1     | 39405
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 23075
Nano Bitcoin - COINBASE DERIVATIVES, LLC | 133LM1     | 39349
NANO BITCOIN PERP STYLE - COINBASE DERIV | 133LM4     | 42667
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 17476
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 18295
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 6458
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 5918
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 20654
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 7955
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 11439
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 17577
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 14642
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 12689
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 16230
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 16564
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 14286
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 16519
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 8836
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 7597
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 16280
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 10776
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 10835
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 10578
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 19147
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 14248
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 19624
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 11734
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 14407
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 20034
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 12517
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 10037
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 22157
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 32515
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 22356
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24977
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 41312
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 22629
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 48046
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 25172
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24683
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 56967
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 25217
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 19435
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24311
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 23501
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 9054
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 23572
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 9517
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 27656
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 27777
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 22339
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 9881
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 22434
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 27325
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 13812
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 19569
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 6048
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 21214
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 20770
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 21577
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 12907
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 15220
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 21078
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 23260
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 24908
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 23781
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 23198
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 22761
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 27432
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 23641
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24470
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 21977
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 16391
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 20473
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 31911
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 23001
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 22787
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 32524
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 22834
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 18077
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 22103
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 33277
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 21270
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 22517
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 9476
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 23083
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 15778
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 21978
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24710
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 19925
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 24954
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24521
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 23894
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 26900
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 26170
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 16798
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24160
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 30501
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 23954
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 23266
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24121
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 24709
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 25307
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24016
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 25512
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 37950
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 35279
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 27716
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 25105
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 23349
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 9658
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 26044
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 22969
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 10586
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 25549
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 31625
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 11549
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 23866
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 32539
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 9898
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 23856
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 23406
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 10946
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 35759
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 24233
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 10423
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 36047
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 13946
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 32663
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 26758
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 33605
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 15328
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 26866
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 28229
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 28156
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 26595
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 26303
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 47330
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 21318
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 47510
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 30887
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 47388
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 48716
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 31152
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 41896
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 30932
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 45964
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 30340
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 41843
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 17827
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 30625
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 52973
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 50874
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 31168
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 33073
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 42339
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 47366
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 69667
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 30214
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 45279
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 44620
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 11476
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 27828
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11747
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 3500
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11989
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 4077
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 4494
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 12456
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 5389
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 13036
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 3012
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 13599
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 13170
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 8280
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 9169
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11775
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 9799
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 12188
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11921
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 5230
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 6775
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 10107
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 10584
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 8243
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 10851
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 9863
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11168
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 10808
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 10415
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 4083
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 4906
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 12216
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11629
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 5798
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 9566
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 7269
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 4311
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 9685
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 10027
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 5915
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 10055
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 6323
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 10124
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 6399
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 9040
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 3803
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 10106
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 4507
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 10086
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 4685
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11932
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 5535
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 13003
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 6063
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 5564
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 12854
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 6905
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 12322
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11846
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 10004
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11941
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 12068
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 6262
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11755
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 12985
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 5695
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 5644
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11981
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 13427
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 6169
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 13177
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 4201
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 4330
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11933
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11893
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 4418
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 12869
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 4180
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 4356
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 10930
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 3324
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11964
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11759
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 3944
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 4364
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 12766
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 14814
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 6125
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 4491
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 15495
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 17253
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 6787
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 2695
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 4735
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 15939
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 9472
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 4676
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 9051
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 17150
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 5371
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 18979
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 5805
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 7093
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 17907
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 6239
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 15714
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 7734
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 6299
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 7453
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 16517
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 9287
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 9551
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 16274
Nano Bitcoin - LMX LABS LLC              | 133LM1     | 9471
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 10268
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 15021
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11157
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 18067
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 19008
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11902
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 12651
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 8881
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 12704
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 16316
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 12743
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 13228
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 11548
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11777
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 10778
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 18540
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 12970
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 9284
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 13388
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 9294
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 9740
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 12106
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 9778
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 12865
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 14340
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 10909
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 10325
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 14527
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 10642
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 10010
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 9566
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11137
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 10495
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 16472
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 15697
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 9996
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 11159
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 8959
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 8496
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 8680
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 9723
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 17378
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 9564
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 15039
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 11481
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 17384
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 8789
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 12300
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 8121
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 6311
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 8529
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 16925
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 8263
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 16768
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 17649
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 8207
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 11096
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 8811
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 10878
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 9722
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 8425
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 15304
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 9930
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 7989
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 6547
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 7760
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 7757
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 7981
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 8501
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 9452
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 8307
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 9853
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 6832
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 7751
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 7984
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 7628
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 24965
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 8678
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 8417
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 24351
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 23524
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 8025
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 7767
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 8708
BITCOIN - CHICAGO MERCANTILE EXCHANGE    | 133741     | 10710
MICRO BITCOIN - CHICAGO MERCANTILE EXCHA | 133742     | 17898
